FICE,College,State,Public_Private,Avg_Math_SAT,Avg_Verbal_SAT,Avg_Combined_SAT,Avg_ACT,First_Quartile_Math_SAT,Third_Quartile_Math_SAT,First_Quartile_Verbal_SAT,Third_Quartile_Verbal_SAT,First_Quartile_ACT,Third_Quartile_ACT,Applications_Received,Applicants_Accepted,New_Students_Enrolled,Pct_New_Students_Top_10,Pct_New_Students_Top_25,Fulltime_Undergraduates,Parttime_Undergraduates,In_State_Tuition,Out_Of_State_Tuition,Room_And_Board,Room_Costs,Board_Costs,Additional_Fees,Estimated_Book_Costs,Estimated_Personal_Spending,Pct_Faculty_PhD,Pct_Faculty_Terminal_Degree,Student_Faculty_Ratio,Pct_Alumni_Donate,Instructional_Expenditure_Per_Student,Graduation_Rate
1786,Ball State University,IN,1,473.0,422.0,895.0,21.0,400.0,530.0,360.0,470.0,18.0,24.0,9361.0,7910.0,3849.0,38.0,50.0,16148.0,2207.0,2864.0,7244.0,3608.0,3608.0,-1.0,-1.0,500.0,1500.0,69.0,77.0,17.7,25.0,7449.0,51.0
1787,Bethel College,IN,2,490.0,453.0,943.0,22.0,410.0,570.0,380.0,500.0,18.0,25.0,495.0,415.0,267.0,15.0,37.0,733.0,402.0,9300.0,9300.0,3000.0,1300.0,1700.0,-1.0,500.0,-1.0,51.0,54.0,14.6,38.0,6392.0,-1.0
1788,Butler University,IN,2,544.0,484.0,1028.0,25.0,480.0,610.0,420.0,540.0,22.0,28.0,2362.0,2037.0,700.0,40.0,68.0,2607.0,148.0,13130.0,13130.0,4650.0,2480.0,2170.0,65.0,500.0,1600.0,77.0,81.0,10.9,29.0,9511.0,83.0
1792,DePauw University,IN,2,-1.0,-1.0,-1.0,-1.0,540.0,670.0,490.0,610.0,23.0,28.0,1994.0,1656.0,495.0,50.0,80.0,1983.0,36.0,14300.0,14300.0,5020.0,2510.0,2510.0,200.0,550.0,950.0,78.0,94.0,11.1,31.0,11525.0,82.0
1793,Earlham College,IN,2,570.0,550.0,1120.0,25.0,490.0,630.0,480.0,600.0,23.0,29.0,1358.0,1006.0,274.0,35.0,63.0,1028.0,13.0,15036.0,15036.0,4056.0,1899.0,2157.0,273.0,600.0,600.0,90.0,94.0,10.6,46.0,14634.0,78.0
1795,University of Evansville,IN,2,538.0,498.0,1036.0,-1.0,470.0,600.0,420.0,550.0,22.0,27.0,2096.0,1626.0,694.0,35.0,67.0,2551.0,407.0,11800.0,11800.0,4340.0,2520.0,1820.0,200.0,700.0,960.0,60.0,81.0,15.8,26.0,7780.0,77.0
1798,Franklin College,IN,2,532.0,481.0,1013.0,22.0,480.0,630.0,430.0,580.0,-1.0,-1.0,804.0,632.0,281.0,29.0,72.0,840.0,68.0,10390.0,10390.0,4040.0,1790.0,2250.0,110.0,525.0,1345.0,54.0,78.0,12.5,37.0,11751.0,60.0
1799,Goshen College,IN,2,519.0,487.0,1006.0,-1.0,410.0,570.0,400.0,550.0,-1.0,-1.0,440.0,396.0,221.0,26.0,51.0,910.0,166.0,9420.0,9420.0,3730.0,1800.0,1930.0,-1.0,600.0,1230.0,51.0,56.0,9.9,46.0,10270.0,72.0
1800,Grace College and Seminary,IN,2,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,548.0,428.0,167.0,18.0,46.0,618.0,113.0,8958.0,8958.0,3670.0,1862.0,1956.0,-1.0,300.0,1000.0,53.0,59.0,15.3,26.0,9798.0,64.0
1801,Hanover College,IN,2,541.0,486.0,1040.0,24.0,470.0,600.0,420.0,540.0,21.0,27.0,1006.0,837.0,317.0,33.0,65.0,1024.0,15.0,8200.0,8200.0,3485.0,1540.0,1945.0,350.0,500.0,1200.0,84.0,84.0,10.6,26.0,9248.0,64.0
1803,Huntington College,IN,2,480.0,422.0,902.0,21.0,480.0,565.0,375.0,458.0,18.0,24.0,450.0,430.0,125.0,20.0,46.0,488.0,43.0,9950.0,9950.0,3920.0,3920.0,-1.0,250.0,300.0,1300.0,76.0,76.0,11.8,25.0,9466.0,47.0
1804,University of Indianapolis,IN,2,487.0,432.0,919.0,21.0,400.0,570.0,370.0,490.0,18.0,25.0,1487.0,1276.0,388.0,26.0,51.0,1417.0,1646.0,11120.0,11120.0,4080.0,4080.0,-1.0,30.0,525.0,1405.0,55.0,56.0,11.1,23.0,6735.0,69.0
1805,Indiana Institute of Technology,IN,2,491.0,446.0,937.0,22.0,410.0,580.0,340.0,470.0,17.0,27.0,1052.0,810.0,167.0,7.0,47.0,477.0,602.0,8120.0,8120.0,3790.0,3790.0,-1.0,-1.0,-1.0,-1.0,40.0,60.0,15.4,15.0,6111.0,-1.0
1808,University of Southern Indiana,IN,1,429.0,384.0,813.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2379.0,2133.0,1292.0,8.0,25.0,4283.0,2973.0,2040.0,4973.0,3192.0,1660.0,1532.0,20.0,500.0,1425.0,56.0,65.0,22.0,21.0,4078.0,38.0
1809,Indiana University at Bloomington,IN,1,530.0,466.0,996.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16587.0,13243.0,5873.0,25.0,72.0,24763.0,2717.0,2984.0,9766.0,3990.0,-1.0,-1.0,389.0,600.0,2000.0,77.0,88.0,21.3,24.0,8686.0,68.0
1811,Indiana Univ. East,IN,1,-1.0,-1.0,-1.0,-1.0,330.0,480.0,320.0,420.0,14.0,23.0,814.0,814.0,616.0,6.0,24.0,988.0,1356.0,2369.0,6140.0,-1.0,-1.0,-1.0,116.0,570.0,-1.0,52.0,76.0,13.8,29.0,5153.0,24.0
1812,Indiana Univ.-Purdue Univ. at Fort Wayne,IN,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2464.0,2306.0,1714.0,7.0,32.0,4981.0,5917.0,2090.0,5170.0,-1.0,-1.0,-1.0,91.0,500.0,2000.0,67.0,84.0,16.0,19.0,4843.0,41.0
1813,Indiana Univ.-Purdue Univ. at Indianapolis,IN,1,428.0,388.0,816.0,19.0,360.0,490.0,330.0,440.0,17.0,21.0,4630.0,3655.0,2301.0,5.0,27.0,9216.0,11176.0,2766.0,8490.0,-1.0,-1.0,-1.0,212.0,600.0,2200.0,69.0,85.0,10.4,39.0,12803.0,25.0
1814,Indiana Univ. at Kokomo,IN,1,415.0,387.0,802.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1108.0,1086.0,723.0,4.0,26.0,1139.0,2070.0,2369.0,6140.0,-1.0,-1.0,-1.0,90.0,660.0,-1.0,60.0,79.0,14.7,31.0,6303.0,23.0
1815,Indiana Univ. Northwest,IN,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1572.0,1241.0,907.0,5.0,18.0,2699.0,2611.0,2369.0,6140.0,-1.0,-1.0,-1.0,96.0,500.0,-1.0,56.0,78.0,18.2,5.0,4635.0,33.0
1816,Indiana Univ. at South Bend,IN,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,1250.0,980.0,10.0,30.0,2761.0,3341.0,2412.0,6594.0,-1.0,-1.0,-1.0,146.0,600.0,-1.0,69.0,84.0,14.4,17.0,5378.0,33.0
1817,Indiana Univ. Southeast,IN,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1265.0,1256.0,911.0,-1.0,-1.0,2728.0,2660.0,2369.0,6140.0,-1.0,-1.0,-1.0,73.0,500.0,-1.0,76.0,89.0,16.7,22.0,4546.0,33.0
1820,Manchester College,IN,2,508.0,442.0,950.0,22.0,440.0,580.0,370.0,500.0,19.0,25.0,1004.0,802.0,239.0,23.0,63.0,909.0,51.0,10440.0,10440.0,3850.0,1960.0,1890.0,350.0,525.0,1450.0,63.0,72.0,11.8,20.0,7940.0,64.0
1821,Marian College,IN,2,455.0,412.0,867.0,-1.0,400.0,530.0,380.0,460.0,-1.0,-1.0,770.0,542.0,238.0,15.0,42.0,923.0,427.0,9990.0,9990.0,3822.0,3822.0,-1.0,164.0,450.0,1540.0,38.0,46.0,10.4,19.0,7799.0,61.0
1822,Indiana Wesleyan University,IN,2,455.0,408.0,863.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,735.0,423.0,366.0,20.0,48.0,2448.0,707.0,9210.0,9210.0,3782.0,1558.0,2224.0,-1.0,700.0,1000.0,49.0,51.0,39.8,15.0,6562.0,34.0
1824,Oakland City College,IN,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,495.0,465.0,275.0,18.0,35.0,695.0,193.0,7620.0,7260.0,2984.0,998.0,1986.0,186.0,740.0,900.0,41.0,41.0,11.5,19.0,5514.0,62.0
1825,Purdue University at West Lafayette,IN,1,545.0,453.0,998.0,24.0,470.0,620.0,390.0,510.0,22.0,27.0,21804.0,18744.0,5874.0,29.0,60.0,26213.0,4065.0,2884.0,9556.0,3990.0,-1.0,-1.0,-1.0,570.0,1060.0,86.0,86.0,18.2,15.0,8604.0,67.0
1827,Purdue University Calumet,IN,1,440.0,450.0,890.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3831.0,4186.0,2374.0,5521.0,-1.0,-1.0,-1.0,30.0,490.0,-1.0,71.0,77.0,14.3,19.0,7729.0,-1.0
1830,Rose-Hulman Institute of Technology,IN,2,670.0,540.0,1210.0,30.0,600.0,710.0,490.0,600.0,-1.0,-1.0,3320.0,1840.0,381.0,73.0,93.0,1320.0,-1.0,13380.0,13380.0,4206.0,2070.0,2136.0,120.0,600.0,600.0,91.0,91.0,13.6,42.0,13550.0,97.0
1832,Saint Francis College,IN,2,450.0,410.0,860.0,21.0,380.0,530.0,370.0,470.0,18.0,23.0,213.0,166.0,85.0,13.0,36.0,513.0,247.0,8670.0,8670.0,3820.0,3820.0,-1.0,80.0,450.0,1000.0,43.0,78.0,12.5,4.0,7440.0,48.0
1833,Saint Joseph's College,IN,2,494.0,423.0,917.0,22.0,430.0,580.0,370.0,480.0,20.0,26.0,920.0,684.0,225.0,24.0,42.0,815.0,222.0,11200.0,11200.0,4250.0,4250.0,-1.0,330.0,600.0,950.0,55.0,60.0,14.8,19.0,7360.0,67.0
1834,Calumet College of St. Joseph,IN,2,-1.0,-1.0,-1.0,-1.0,310.0,410.0,280.0,440.0,17.0,17.0,225.0,203.0,176.0,13.0,24.0,470.0,627.0,3960.0,3960.0,-1.0,-1.0,-1.0,25.0,-1.0,-1.0,37.0,60.0,10.6,19.0,4119.0,-1.0
1835,Saint Mary-of-the-Woods College,IN,2,422.0,392.0,814.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,150.0,130.0,88.0,23.0,50.0,341.0,768.0,10300.0,10300.0,4130.0,1590.0,2540.0,400.0,500.0,1700.0,44.0,58.0,10.2,37.0,9678.0,75.0
1836,Saint Mary's College,IN,2,538.0,488.0,1026.0,25.0,490.0,600.0,430.0,530.0,23.0,27.0,888.0,734.0,393.0,26.0,60.0,1433.0,27.0,12730.0,12730.0,4514.0,2652.0,1862.0,901.0,500.0,1525.0,74.0,95.0,9.9,31.0,11165.0,98.0
1837,Saint Meinrad College,IN,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,23.0,69.0,44.0,36.0,30.0,44.0,118.0,-1.0,6004.0,6004.0,4226.0,-1.0,-1.0,76.0,400.0,2100.0,67.0,67.0,4.9,23.0,7729.0,-1.0
1838,Taylor University,IN,2,579.0,513.0,1092.0,25.0,570.0,640.0,460.0,560.0,23.0,28.0,1769.0,1092.0,437.0,41.0,80.0,1757.0,81.0,10965.0,10965.0,4000.0,1900.0,2100.0,210.0,450.0,1250.0,60.0,61.0,14.2,32.0,8294.0,98.0
1839,Tri-State University,IN,2,502.0,409.0,911.0,21.0,440.0,570.0,360.0,460.0,18.0,24.0,1262.0,1102.0,276.0,14.0,40.0,978.0,98.0,9456.0,9456.0,4350.0,-1.0,-1.0,186.0,468.0,1323.0,53.0,53.0,12.8,24.0,7603.0,65.0
1840,University of Notre Dame,IN,2,650.0,570.0,1220.0,-1.0,620.0,720.0,540.0,640.0,-1.0,-1.0,7700.0,3700.0,1906.0,79.0,96.0,7671.0,30.0,16850.0,16850.0,4400.0,4400.0,-1.0,147.0,600.0,1350.0,96.0,92.0,13.1,46.0,13936.0,97.0
1842,Valparaiso University,IN,2,-1.0,-1.0,-1.0,-1.0,530.0,670.0,470.0,590.0,25.0,30.0,2075.0,1727.0,520.0,49.0,81.0,2501.0,198.0,11800.0,11800.0,3260.0,1300.0,1960.0,450.0,500.0,800.0,87.0,89.0,14.2,23.0,9681.0,95.0
1844,Wabash College,IN,2,-1.0,-1.0,-1.0,-1.0,540.0,660.0,440.0,580.0,-1.0,-1.0,800.0,623.0,256.0,41.0,76.0,801.0,5.0,12925.0,12925.0,4195.0,1480.0,2715.0,250.0,500.0,635.0,78.0,85.0,9.9,55.0,14904.0,72.0
9563,Indiana State University,IN,1,434.0,391.0,825.0,20.0,360.0,500.0,330.0,450.0,17.0,22.0,5659.0,4761.0,3147.0,10.0,31.0,8596.0,1949.0,2802.0,6892.0,3706.0,-1.0,-1.0,-1.0,600.0,2500.0,72.0,76.0,16.6,8.0,6996.0,40.0
1903,Baker University,KS,2,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,20.0,25.0,602.0,483.0,206.0,21.0,47.0,958.0,466.0,8620.0,8620.0,4100.0,1900.0,2200.0,310.0,400.0,2250.0,58.0,68.0,11.0,21.0,6136.0,65.0
1904,Bethany College,KS,2,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,878.0,816.0,200.0,16.0,41.0,706.0,62.0,8740.0,8740.0,3363.0,1463.0,1900.0,105.0,550.0,1700.0,62.0,68.0,11.6,29.0,7718.0,48.0
1905,Bethel College,KS,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,19.0,26.0,202.0,184.0,122.0,19.0,42.0,537.0,101.0,8540.0,8540.0,3580.0,1960.0,1620.0,200.0,500.0,1400.0,61.0,80.0,8.8,32.0,8324.0,56.0
1915,Fort Hays State University,KS,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1363.0,1363.0,806.0,-1.0,33.0,3640.0,706.0,1734.0,4869.0,2950.0,2950.0,-1.0,-1.0,500.0,-1.0,65.0,68.0,18.1,19.0,5804.0,44.0
1918,Friends University,KS,2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,358.0,276.0,172.0,5.0,24.0,838.0,122.0,8516.0,8516.0,3130.0,-1.0,1910.0,115.0,650.0,-1.0,55.0,30.0,25.0,19.0,4962.0,49.0
1926,Pittsburg State University,KS,1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1419.0,1313.0,813.0,11.0,30.0,4469.0,499.0,1778.0,5424.0,3000.0,3000.0,-1.0,-1.0,300.0,2000.0,52.0,52.0,23.2,19.0,1834.0,58.0
1927,Emporia State University,KS,1,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,18.0,23.0,1256.0,1256.0,853.0,43.0,79.0,3957.0,588.0,1729.0,5401.0,3144.0,1512.0,1632.0,-1.0,450.0,1888.0,72.0,75.0,19.3,4.0,5527.0,50.0
1928,Kansas State University,KS,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,26.0,5880.0,4075.0,2833.0,25.0,55.0,14914.0,2246.0,1713.0,6995.0,3120.0,3120.0,-1.0,403.0,600.0,2000.0,76.0,86.0,18.5,22.0,6122.0,54.0
1929,Kansas Wesleyan University,KS,2,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,589.0,575.0,148.0,16.0,40.0,474.0,258.0,8400.0,8400.0,3250.0,1850.0,1400.0,120.0,500.0,1400.0,63.0,55.0,12.4,14.0,6535.0,68.0
1933,McPherson College,KS,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,420.0,293.0,93.0,11.0,32.0,336.0,80.0,7950.0,7950.0,3750.0,1550.0,2200.0,260.0,600.0,2740.0,54.0,54.0,9.8,45.0,9754.0,48.0
1937,Ottawa University,KS,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,24.0,607.0,388.0,236.0,8.0,19.0,538.0,36.0,7250.0,7250.0,3245.0,1945.0,1300.0,-1.0,400.0,2730.0,47.0,57.0,14.5,19.0,7729.0,46.0
1940,Southwestern College,KS,2,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,213.0,155.0,75.0,28.0,66.0,504.0,147.0,7200.0,7200.0,3532.0,-1.0,-1.0,-1.0,550.0,1500.0,56.0,56.0,11.8,12.0,7818.0,52.0
1943,Saint Mary College,KS,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,26.0,273.0,229.0,66.0,25.0,60.0,439.0,415.0,7800.0,7800.0,3880.0,3820.0,-1.0,270.0,800.0,-1.0,50.0,80.0,8.2,45.0,7364.0,53.0
1945,Sterling College,KS,2,441.0,402.0,843.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,479.0,373.0,127.0,20.0,43.0,631.0,133.0,8280.0,8280.0,3260.0,-1.0,-1.0,100.0,500.0,-1.0,50.0,50.0,16.1,29.0,10049.0,36.0
1946,Tabor College,KS,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,257.0,183.0,109.0,19.0,41.0,396.0,38.0,7850.0,7850.0,3410.0,2010.0,1400.0,200.0,400.0,1500.0,55.0,70.0,10.0,15.0,7233.0,53.0
1948,University of Kansas,KS,1,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,20.0,26.0,8579.0,5561.0,3681.0,25.0,50.0,17880.0,1673.0,1650.0,6994.0,3384.0,-1.0,-1.0,388.0,700.0,2681.0,88.0,94.0,13.7,17.0,9657.0,57.0
1949,Washburn University,KS,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1100.0,1078.0,560.0,-1.0,36.0,3157.0,2705.0,2790.0,4774.0,3210.0,1410.0,1800.0,32.0,450.0,1000.0,82.0,82.0,13.8,19.0,5828.0,53.0
1950,Wichita State University,KS,1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,2901.0,2236.0,896.0,-1.0,39.0,6550.0,5083.0,1650.0,6994.0,3299.0,-1.0,-1.0,465.0,450.0,350.0,82.0,87.0,20.4,17.0,5950.0,32.0
7032,MidAmerica Nazarene College,KS,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,331.0,331.0,225.0,15.0,36.0,1100.0,166.0,6840.0,6840.0,3720.0,-1.0,-1.0,472.0,1100.0,4913.0,33.0,33.0,15.4,20.0,5524.0,49.0
10256,Benedictine College,KS,2,-1.0,-1.0,-1.0,-1.0,400.0,470.0,430.0,540.0,19.0,27.0,632.0,620.0,222.0,14.0,24.0,702.0,501.0,9550.0,9550.0,3850.0,2250.0,1600.0,210.0,350.0,250.0,64.0,84.0,14.1,18.0,5922.0,58.0
1951,Alice Lloyd College,KY,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,1174.0,607.0,289.0,20.0,45.0,555.0,24.0,-1.0,3800.0,2480.0,1100.0,1380.0,300.0,500.0,800.0,56.0,56.0,19.4,19.0,6616.0,31.0
1952,Asbury College,KY,2,513.0,476.0,989.0,23.0,430.0,570.0,430.0,520.0,21.0,25.0,643.0,509.0,280.0,26.0,56.0,1110.0,39.0,8988.0,8988.0,2764.0,1226.0,1538.0,125.0,500.0,1600.0,61.0,70.0,12.1,36.0,7741.0,-1.0
1954,Bellarmine College,KY,2,515.0,474.0,989.0,23.0,460.0,580.0,410.0,540.0,20.0,26.0,807.0,707.0,308.0,39.0,63.0,1198.0,605.0,8840.0,8840.0,2950.0,1950.0,1000.0,100.0,750.0,1290.0,74.0,82.0,13.1,31.0,6668.0,84.0
1955,Berea College,KY,2,514.0,465.0,979.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1836.0,599.0,455.0,35.0,60.0,1540.0,51.0,-1.0,-1.0,2835.0,1355.0,1480.0,188.0,450.0,1027.0,77.0,81.0,13.2,34.0,11719.0,57.0
1958,Brescia College,KY,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,307.0,260.0,99.0,17.0,42.0,452.0,249.0,7500.0,7500.0,3200.0,3200.0,-1.0,-1.0,650.0,-1.0,49.0,54.0,10.1,57.0,6554.0,56.0
1959,Campbellsville College,KY,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,25.0,848.0,587.0,298.0,25.0,55.0,935.0,184.0,6060.0,6060.0,3070.0,1850.0,1220.0,-1.0,600.0,1300.0,62.0,66.0,17.7,13.0,5391.0,49.0
1960,Spalding University,KY,2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,283.0,201.0,97.0,10.0,45.0,589.0,263.0,8400.0,8400.0,2800.0,-1.0,-1.0,96.0,600.0,900.0,50.0,56.0,10.6,40.0,6860.0,89.0
1961,Centre College,KY,2,575.0,534.0,1109.0,27.0,500.0,650.0,480.0,590.0,25.0,29.0,1013.0,888.0,288.0,55.0,82.0,943.0,7.0,11850.0,11850.0,4270.0,2120.0,2150.0,350.0,600.0,900.0,95.0,99.0,11.4,60.0,13118.0,74.0
1962,Cumberland College,KY,2,470.0,420.0,890.0,21.0,410.0,540.0,350.0,480.0,18.0,24.0,995.0,789.0,398.0,26.0,47.0,1306.0,122.0,6230.0,6230.0,3526.0,3526.0,-1.0,32.0,400.0,600.0,42.0,44.0,13.0,4.0,8189.0,63.0
1963,Eastern Kentucky University,KY,1,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5443.0,5135.0,2445.0,-1.0,-1.0,11208.0,3350.0,1700.0,4700.0,3196.0,1960.0,1236.0,-1.0,600.0,-1.0,82.0,82.0,19.8,19.0,5394.0,39.0
1964,Georgetown College,KY,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,20.0,26.0,727.0,693.0,286.0,30.0,55.0,1063.0,48.0,8000.0,8100.0,3950.0,1975.0,1975.0,50.0,550.0,550.0,73.0,76.0,13.3,28.0,7508.0,55.0
1968,Kentucky State University,KY,1,-1.0,-1.0,-1.0,-1.0,348.0,480.0,290.0,415.0,16.0,20.0,1636.0,952.0,424.0,6.0,22.0,1544.0,896.0,1340.0,4120.0,2682.0,1456.0,1226.0,100.0,510.0,-1.0,60.0,61.0,15.0,19.0,8372.0,19.0
1969,Kentucky Wesleyan College,KY,2,450.0,410.0,860.0,22.0,410.0,540.0,360.0,490.0,19.0,25.0,584.0,497.0,175.0,20.0,49.0,662.0,121.0,8000.0,8000.0,4150.0,2300.0,1850.0,200.0,500.0,1300.0,57.0,65.0,11.3,32.0,7058.0,62.0
1972,Lindsey Wilson College,KY,2,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1089.0,865.0,382.0,-1.0,-1.0,1006.0,164.0,6600.0,6600.0,3550.0,1400.0,2150.0,80.0,400.0,500.0,32.0,77.0,19.3,19.0,5067.0,-1.0
1976,Morehead State University,KY,1,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,17.0,21.0,2825.0,2495.0,1300.0,-1.0,-1.0,6311.0,975.0,1580.0,4740.0,2950.0,-1.0,-1.0,320.0,500.0,1050.0,58.0,58.0,19.9,8.0,5175.0,52.0
1977,Murray State University,KY,1,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,19.0,24.0,2225.0,1910.0,1190.0,29.0,55.0,5968.0,955.0,1580.0,4738.0,3110.0,1290.0,1820.0,280.0,700.0,940.0,72.0,76.0,20.2,27.0,5972.0,52.0
1980,Pikeville College,KY,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,22.0,404.0,400.0,169.0,28.0,48.0,797.0,100.0,6000.0,6000.0,3000.0,3000.0,-1.0,130.0,500.0,500.0,48.0,57.0,13.4,14.0,5557.0,61.0
1987,Transylvania University,KY,2,564.0,532.0,1096.0,26.0,500.0,650.0,460.0,610.0,23.0,29.0,759.0,729.0,244.0,57.0,81.0,867.0,51.0,10900.0,10900.0,4450.0,2480.0,1970.0,450.0,500.0,1000.0,81.0,91.0,12.1,41.0,10219.0,70.0
1988,Union College,KY,2,440.0,390.0,830.0,20.0,340.0,480.0,300.0,430.0,17.0,26.0,484.0,384.0,177.0,9.0,45.0,634.0,78.0,7800.0,7800.0,2950.0,2950.0,-1.0,-1.0,500.0,600.0,60.0,88.0,14.1,9.0,6864.0,64.0
1989,University of Kentucky,KY,1,-1.0,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,21.0,26.0,7769.0,5689.0,2675.0,-1.0,-1.0,14931.0,2596.0,2160.0,6640.0,3226.0,-1.0,-1.0,330.0,450.0,1340.0,95.0,97.0,12.2,12.0,11098.0,52.0
1999,University of Louisville,KY,1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4777.0,3057.0,1823.0,16.0,33.0,9844.0,6198.0,2180.0,6540.0,3600.0,-1.0,-1.0,210.0,530.0,2440.0,84.0,92.0,11.1,24.0,10207.0,31.0
2001,Thomas More College,KY,2,512.0,452.0,964.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,808.0,594.0,218.0,-1.0,-1.0,756.0,502.0,9490.0,9490.0,3892.0,2248.0,1644.0,110.0,400.0,880.0,65.0,55.0,10.5,18.0,7678.0,66.0
2002,Western Kentucky University,KY,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,23.0,4441.0,3260.0,2082.0,-1.0,-1.0,10264.0,2910.0,1801.0,4961.0,3149.0,1316.0,1833.0,221.0,500.0,1100.0,66.0,70.0,19.1,10.0,5063.0,45.0
9275,Northern Kentucky University,KY,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,22.0,2920.0,2506.0,1682.0,-1.0,-1.0,7112.0,3832.0,1720.0,4720.0,2900.0,2900.0,-1.0,-1.0,500.0,500.0,66.0,77.0,17.7,20.0,4745.0,52.0
2003,Centenary College of Louisiana,LA,2,550.0,500.0,1060.0,25.0,460.0,610.0,440.0,570.0,22.0,28.0,495.0,434.0,210.0,35.0,55.0,775.0,44.0,8950.0,8950.0,3490.0,1470.0,2020.0,306.0,600.0,1900.0,86.0,92.0,11.3,25.0,9685.0,66.0
2004,Dillard University,LA,2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1998.0,1376.0,651.0,41.0,88.0,1539.0,45.0,6700.0,6700.0,3650.0,-1.0,-1.0,-1.0,500.0,2307.0,52.0,52.0,14.1,12.0,7566.0,61.0
