PassengerId,Survived,Pclass,Title,Sex,Age,SibSp,Parch,Fare,Embarked
475,0,Third,Miss.,F,22,0,0,9.8375,Southampton
476,0,First,Mr.,M,28,0,0,52,Southampton
477,0,Second,Mr.,M,34,1,0,21,Southampton
478,0,Third,Mr.,M,29,1,0,7.0458,Southampton
479,0,Third,Mr.,M,22,0,0,7.5208,Southampton
480,1,Third,Miss.,F,2,0,1,12.2875,Southampton
481,0,Third,Master.,M,9,5,2,46.9,Southampton
482,0,Second,Mr.,M,28,0,0,0,Southampton
483,0,Third,Mr.,M,50,0,0,8.05,Southampton
484,1,Third,Mrs.,F,63,0,0,9.5875,Southampton
485,1,First,Mr.,M,25,1,0,91.0792,Cherbourg
486,0,Third,Miss.,F,28,3,1,25.4667,Southampton
487,1,First,Mrs.,F,35,1,0,90,Southampton
488,0,First,Mr.,M,58,0,0,29.7,Cherbourg
489,0,Third,Mr.,M,30,0,0,8.05,Southampton
490,1,Third,Master.,M,9,1,1,15.9,Southampton
491,0,Third,Mr.,M,28,1,0,19.9667,Southampton
492,0,Third,Mr.,M,21,0,0,7.25,Southampton
493,0,First,Mr.,M,55,0,0,30.5,Southampton
494,0,First,Mr.,M,71,0,0,49.5042,Cherbourg
495,0,Third,Mr.,M,21,0,0,8.05,Southampton
496,0,Third,Mr.,M,28,0,0,14.4583,Cherbourg
497,1,First,Miss.,F,54,1,0,78.2667,Cherbourg
498,0,Third,Mr.,M,28,0,0,15.1,Southampton
499,0,First,Mrs.,F,25,1,2,151.55,Southampton
500,0,Third,Mr.,M,24,0,0,7.7958,Southampton
501,0,Third,Mr.,M,17,0,0,8.6625,Southampton
502,0,Third,Miss.,F,21,0,0,7.75,Queenstown
503,0,Third,Miss.,F,28,0,0,7.6292,Queenstown
504,0,Third,Miss.,F,37,0,0,9.5875,Southampton
505,1,First,Miss.,F,16,0,0,86.5,Southampton
506,0,First,Mr.,M,18,1,0,108.9,Cherbourg
507,1,Second,Mrs.,F,33,0,2,26,Southampton
508,1,First,Mr.,M,28,0,0,26.55,Southampton
509,0,Third,Mr.,M,28,0,0,22.525,Southampton
510,1,Third,Mr.,M,26,0,0,56.4958,Southampton
511,1,Third,Mr.,M,29,0,0,7.75,Queenstown
512,0,Third,Mr.,M,28,0,0,8.05,Southampton
513,1,First,Mr.,M,36,0,0,26.2875,Southampton
514,1,First,Mrs.,F,54,1,0,59.4,Cherbourg
515,0,Third,Mr.,M,24,0,0,7.4958,Southampton
516,0,First,Mr.,M,47,0,0,34.0208,Southampton
517,1,Second,Mrs.,F,34,0,0,10.5,Southampton
518,0,Third,Mr.,M,28,0,0,24.15,Queenstown
519,1,Second,Mrs.,F,36,1,0,26,Southampton
520,0,Third,Mr.,M,32,0,0,7.8958,Southampton
521,1,First,Miss.,F,30,0,0,93.5,Southampton
522,0,Third,Mr.,M,22,0,0,7.8958,Southampton
523,0,Third,Mr.,M,28,0,0,7.225,Cherbourg
524,1,First,Mrs.,F,44,0,1,57.9792,Cherbourg
525,0,Third,Mr.,M,28,0,0,7.2292,Cherbourg
526,0,Third,Mr.,M,40.5,0,0,7.75,Queenstown
527,1,Second,Miss.,F,50,0,0,10.5,Southampton
528,0,First,Mr.,M,28,0,0,221.7792,Southampton
529,0,Third,Mr.,M,39,0,0,7.925,Southampton
530,0,Second,Mr.,M,23,2,1,11.5,Southampton
531,1,Second,Miss.,F,2,1,1,26,Southampton
532,0,Third,Mr.,M,28,0,0,7.2292,Cherbourg
533,0,Third,Mr.,M,17,1,1,7.2292,Cherbourg
534,1,Third,Mrs.,F,28,0,2,22.3583,Cherbourg
535,0,Third,Miss.,F,30,0,0,8.6625,Southampton
536,1,Second,Miss.,F,7,0,2,26.25,Southampton
537,0,First,Major.,M,45,0,0,26.55,Southampton
538,1,First,Miss.,F,30,0,0,106.425,Cherbourg
539,0,Third,Mr.,M,28,0,0,14.5,Southampton
540,1,First,Miss.,F,22,0,2,49.5,Cherbourg
541,1,First,Miss.,F,36,0,2,71,Southampton
542,0,Third,Miss.,F,9,4,2,31.275,Southampton
543,0,Third,Miss.,F,11,4,2,31.275,Southampton
544,1,Second,Mr.,M,32,1,0,26,Southampton
545,0,First,Mr.,M,50,1,0,106.425,Cherbourg
546,0,First,Mr.,M,64,0,0,26,Southampton
547,1,Second,Mrs.,F,19,1,0,26,Southampton
548,1,Second,Mr.,M,28,0,0,13.8625,Cherbourg
549,0,Third,Mr.,M,33,1,1,20.525,Southampton
550,1,Second,Master.,M,8,1,1,36.75,Southampton
551,1,First,Mr.,M,17,0,2,110.8833,Cherbourg
552,0,Second,Mr.,M,27,0,0,26,Southampton
553,0,Third,Mr.,M,28,0,0,7.8292,Queenstown
554,1,Third,Mr.,M,22,0,0,7.225,Cherbourg
555,1,Third,Miss.,F,22,0,0,7.775,Southampton
556,0,First,Mr.,M,62,0,0,26.55,Southampton
557,1,First,Lady.,F,48,1,0,39.6,Cherbourg
558,0,First,Mr.,M,28,0,0,227.525,Cherbourg
559,1,First,Mrs.,F,39,1,1,79.65,Southampton
560,1,Third,Mrs.,F,36,1,0,17.4,Southampton
561,0,Third,Mr.,M,28,0,0,7.75,Queenstown
562,0,Third,Mr.,M,40,0,0,7.8958,Southampton
563,0,Second,Mr.,M,28,0,0,13.5,Southampton
564,0,Third,Mr.,M,28,0,0,8.05,Southampton
565,0,Third,Miss.,F,28,0,0,8.05,Southampton
566,0,Third,Mr.,M,24,2,0,24.15,Southampton
567,0,Third,Mr.,M,19,0,0,7.8958,Southampton
568,0,Third,Mrs.,F,29,0,4,21.075,Southampton
569,0,Third,Mr.,M,28,0,0,7.2292,Cherbourg
570,1,Third,Mr.,M,32,0,0,7.8542,Southampton
571,1,Second,Mr.,M,62,0,0,10.5,Southampton
572,1,First,Mrs.,F,53,2,0,51.4792,Southampton
573,1,First,Mr.,M,36,0,0,26.3875,Southampton
574,1,Third,Miss.,F,28,0,0,7.75,Queenstown
575,0,Third,Mr.,M,16,0,0,8.05,Southampton
576,0,Third,Mr.,M,19,0,0,14.5,Southampton
577,1,Second,Miss.,F,34,0,0,13,Southampton
578,1,First,Mrs.,F,39,1,0,55.9,Southampton
579,0,Third,Mrs.,F,28,1,0,14.4583,Cherbourg
580,1,Third,Mr.,M,32,0,0,7.925,Southampton
581,1,Second,Miss.,F,25,1,1,30,Southampton
582,1,First,Mrs.,F,39,1,1,110.8833,Cherbourg
583,0,Second,Mr.,M,54,0,0,26,Southampton
584,0,First,Mr.,M,36,0,0,40.125,Cherbourg
585,0,Third,Mr.,M,28,0,0,8.7125,Cherbourg
586,1,First,Miss.,F,18,0,2,79.65,Southampton
587,0,Second,Mr.,M,47,0,0,15,Southampton
588,1,First,Mr.,M,60,1,1,79.2,Cherbourg
589,0,Third,Mr.,M,22,0,0,8.05,Southampton
590,0,Third,Mr.,M,28,0,0,8.05,Southampton
591,0,Third,Mr.,M,35,0,0,7.125,Southampton
592,1,First,Mrs.,F,52,1,0,78.2667,Cherbourg
593,0,Third,Mr.,M,47,0,0,7.25,Southampton
594,0,Third,Miss.,F,28,0,2,7.75,Queenstown
595,0,Second,Mr.,M,37,1,0,26,Southampton
596,0,Third,Mr.,M,36,1,1,24.15,Southampton
597,1,Second,Miss.,F,28,0,0,33,Southampton
598,0,Third,Mr.,M,49,0,0,0,Southampton
599,0,Third,Mr.,M,28,0,0,7.225,Cherbourg
600,1,First,Sir.,M,49,1,0,56.9292,Cherbourg
601,1,Second,Mrs.,F,24,2,1,27,Southampton
602,0,Third,Mr.,M,28,0,0,7.8958,Southampton
603,0,First,Mr.,M,28,0,0,42.4,Southampton
604,0,Third,Mr.,M,44,0,0,8.05,Southampton
605,1,First,Mr.,M,35,0,0,26.55,Cherbourg
606,0,Third,Mr.,M,36,1,0,15.55,Southampton
607,0,Third,Mr.,M,30,0,0,7.8958,Southampton
608,1,First,Mr.,M,27,0,0,30.5,Southampton
609,1,Second,Mrs.,F,22,1,2,41.5792,Cherbourg
610,1,First,Miss.,F,40,0,0,153.4625,Southampton
611,0,Third,Mrs.,F,39,1,5,31.275,Southampton
612,0,Third,Mr.,M,28,0,0,7.05,Southampton
613,1,Third,Miss.,F,28,1,0,15.5,Queenstown
614,0,Third,Mr.,M,28,0,0,7.75,Queenstown
615,0,Third,Mr.,M,35,0,0,8.05,Southampton
616,1,Second,Miss.,F,24,1,2,65,Southampton
617,0,Third,Mr.,M,34,1,1,14.4,Southampton
618,0,Third,Mrs.,F,26,1,0,16.1,Southampton
619,1,Second,Miss.,F,4,2,1,39,Southampton
620,0,Second,Mr.,M,26,0,0,10.5,Southampton
621,0,Third,Mr.,M,27,1,0,14.4542,Cherbourg
622,1,First,Mr.,M,42,1,0,52.5542,Southampton
623,1,Third,Mr.,M,20,1,1,15.7417,Cherbourg
624,0,Third,Mr.,M,21,0,0,7.8542,Southampton
625,0,Third,Mr.,M,21,0,0,16.1,Southampton
626,0,First,Mr.,M,61,0,0,32.3208,Southampton
627,0,Second,Rev.,M,57,0,0,12.35,Queenstown
628,1,First,Miss.,F,21,0,0,77.9583,Southampton
629,0,Third,Mr.,M,26,0,0,7.8958,Southampton
630,0,Third,Mr.,M,28,0,0,7.7333,Queenstown
631,1,First,Mr.,M,80,0,0,30,Southampton
632,0,Third,Mr.,M,51,0,0,7.0542,Southampton
633,1,First,Dr.,M,32,0,0,30.5,Cherbourg
634,0,First,Mr.,M,28,0,0,0,Southampton
635,0,Third,Miss.,F,9,3,2,27.9,Southampton
636,1,Second,Miss.,F,28,0,0,13,Southampton
637,0,Third,Mr.,M,32,0,0,7.925,Southampton
638,0,Second,Mr.,M,31,1,1,26.25,Southampton
639,0,Third,Mrs.,F,41,0,5,39.6875,Southampton
640,0,Third,Mr.,M,28,1,0,16.1,Southampton
641,0,Third,Mr.,M,20,0,0,7.8542,Southampton
642,1,First,Mlle.,F,24,0,0,69.3,Cherbourg
643,0,Third,Miss.,F,2,3,2,27.9,Southampton
644,1,Third,Mr.,M,28,0,0,56.4958,Southampton
645,1,Third,Miss.,F,0.75,2,1,19.2583,Cherbourg
646,1,First,Mr.,M,48,1,0,76.7292,Cherbourg
647,0,Third,Mr.,M,19,0,0,7.8958,Southampton
648,1,First,Col.,M,56,0,0,35.5,Cherbourg
649,0,Third,Mr.,M,28,0,0,7.55,Southampton
650,1,Third,Miss.,F,23,0,0,7.55,Southampton
651,0,Third,Mr.,M,28,0,0,7.8958,Southampton
652,1,Second,Miss.,F,18,0,1,23,Southampton
653,0,Third,Mr.,M,21,0,0,8.4333,Southampton
654,1,Third,Miss.,F,28,0,0,7.8292,Queenstown
655,0,Third,Miss.,F,18,0,0,6.75,Queenstown
656,0,Second,Mr.,M,24,2,0,73.5,Southampton
657,0,Third,Mr.,M,28,0,0,7.8958,Southampton
658,0,Third,Mrs.,F,32,1,1,15.5,Queenstown
659,0,Second,Mr.,M,23,0,0,13,Southampton
660,0,First,Mr.,M,58,0,2,113.275,Cherbourg
661,1,First,Dr.,M,50,2,0,133.65,Southampton
662,0,Third,Mr.,M,40,0,0,7.225,Cherbourg
663,0,First,Mr.,M,47,0,0,25.5875,Southampton
664,0,Third,Mr.,M,36,0,0,7.4958,Southampton
665,1,Third,Mr.,M,20,1,0,7.925,Southampton
666,0,Second,Mr.,M,32,2,0,73.5,Southampton
667,0,Second,Mr.,M,25,0,0,13,Southampton
668,0,Third,Mr.,M,28,0,0,7.775,Southampton
669,0,Third,Mr.,M,43,0,0,8.05,Southampton
670,1,First,Mrs.,F,28,1,0,52,Southampton
671,1,Second,Mrs.,F,40,1,1,39,Southampton
672,0,First,Mr.,M,31,1,0,52,Southampton
673,0,Second,Mr.,M,70,0,0,10.5,Southampton
674,1,Second,Mr.,M,31,0,0,13,Southampton
675,0,Second,Mr.,M,28,0,0,0,Southampton
676,0,Third,Mr.,M,18,0,0,7.775,Southampton
677,0,Third,Mr.,M,24.5,0,0,8.05,Southampton
678,1,Third,Miss.,F,18,0,0,9.8417,Southampton
679,0,Third,Mrs.,F,43,1,6,46.9,Southampton
680,1,First,Mr.,M,36,0,1,512.3292,Cherbourg
681,0,Third,Miss.,F,28,0,0,8.1375,Queenstown
682,1,First,Mr.,M,27,0,0,76.7292,Cherbourg
683,0,Third,Mr.,M,20,0,0,9.225,Southampton
684,0,Third,Mr.,M,14,5,2,46.9,Southampton
685,0,Second,Mr.,M,60,1,1,39,Southampton
686,0,Second,Mr.,M,25,1,2,41.5792,Cherbourg
687,0,Third,Mr.,M,14,4,1,39.6875,Southampton
688,0,Third,Mr.,M,19,0,0,10.1708,Southampton
689,0,Third,Mr.,M,18,0,0,7.7958,Southampton
690,1,First,Miss.,F,15,0,1,211.3375,Southampton
691,1,First,Mr.,M,31,1,0,57,Southampton
692,1,Third,Miss.,F,4,0,1,13.4167,Cherbourg
693,1,Third,Mr.,M,28,0,0,56.4958,Southampton
694,0,Third,Mr.,M,25,0,0,7.225,Cherbourg
695,0,First,Col.,M,60,0,0,26.55,Southampton
696,0,Second,Mr.,M,52,0,0,13.5,Southampton
697,0,Third,Mr.,M,44,0,0,8.05,Southampton
698,1,Third,Miss.,F,28,0,0,7.7333,Queenstown
699,0,First,Mr.,M,49,1,1,110.8833,Cherbourg
700,0,Third,Mr.,M,42,0,0,7.65,Southampton
701,1,First,Mrs.,F,18,1,0,227.525,Cherbourg
702,1,First,Mr.,M,35,0,0,26.2875,Southampton
703,0,Third,Miss.,F,18,0,1,14.4542,Cherbourg
704,0,Third,Mr.,M,25,0,0,7.7417,Queenstown
705,0,Third,Mr.,M,26,1,0,7.8542,Southampton
706,0,Second,Mr.,M,39,0,0,26,Southampton
707,1,Second,Mrs.,F,45,0,0,13.5,Southampton
708,1,First,Mr.,M,42,0,0,26.2875,Southampton
709,1,First,Miss.,F,22,0,0,151.55,Southampton
710,1,Third,Master.,M,28,1,1,15.2458,Cherbourg
711,1,First,Mlle.,F,24,0,0,49.5042,Cherbourg
712,0,First,Mr.,M,28,0,0,26.55,Southampton
713,1,First,Mr.,M,48,1,0,52,Southampton
714,0,Third,Mr.,M,29,0,0,9.4833,Southampton
715,0,Second,Mr.,M,52,0,0,13,Southampton
716,0,Third,Mr.,M,19,0,0,7.65,Southampton
717,1,First,Miss.,F,38,0,0,227.525,Cherbourg
718,1,Second,Miss.,F,27,0,0,10.5,Southampton
719,0,Third,Mr.,M,28,0,0,15.5,Queenstown
720,0,Third,Mr.,M,33,0,0,7.775,Southampton
721,1,Second,Miss.,F,6,0,1,33,Southampton
722,0,Third,Mr.,M,17,1,0,7.0542,Southampton
723,0,Second,Mr.,M,34,0,0,13,Southampton
724,0,Second,Mr.,M,50,0,0,13,Southampton
725,1,First,Mr.,M,27,1,0,53.1,Southampton
726,0,Third,Mr.,M,20,0,0,8.6625,Southampton
727,1,Second,Mrs.,F,30,3,0,21,Southampton
728,1,Third,Miss.,F,28,0,0,7.7375,Queenstown
729,0,Second,Mr.,M,25,1,0,26,Southampton
730,0,Third,Miss.,F,25,1,0,7.925,Southampton
731,1,First,Miss.,F,29,0,0,211.3375,Southampton
732,0,Third,Mr.,M,11,0,0,18.7875,Cherbourg
733,0,Second,Mr.,M,28,0,0,0,Southampton
734,0,Second,Mr.,M,23,0,0,13,Southampton
735,0,Second,Mr.,M,23,0,0,13,Southampton
736,0,Third,Mr.,M,28.5,0,0,16.1,Southampton
737,0,Third,Mrs.,F,48,1,3,34.375,Southampton
738,1,First,Mr.,M,35,0,0,512.3292,Cherbourg
739,0,Third,Mr.,M,28,0,0,7.8958,Southampton
740,0,Third,Mr.,M,28,0,0,7.8958,Southampton
741,1,First,Mr.,M,28,0,0,30,Southampton
742,0,First,Mr.,M,36,1,0,78.85,Southampton
743,1,First,Miss.,F,21,2,2,262.375,Cherbourg
744,0,Third,Mr.,M,24,1,0,16.1,Southampton
745,1,Third,Mr.,M,31,0,0,7.925,Southampton
746,0,First,Capt.,M,70,1,1,71,Southampton
747,0,Third,Mr.,M,16,1,1,20.25,Southampton
748,1,Second,Miss.,F,30,0,0,13,Southampton
749,0,First,Mr.,M,19,1,0,53.1,Southampton
750,0,Third,Mr.,M,31,0,0,7.75,Queenstown
751,1,Second,Miss.,F,4,1,1,23,Southampton
752,1,Third,Master.,M,6,0,1,12.475,Southampton
753,0,Third,Mr.,M,33,0,0,9.5,Southampton
754,0,Third,Mr.,M,23,0,0,7.8958,Southampton
755,1,Second,Mrs.,F,48,1,2,65,Southampton
756,1,Second,Master.,M,0.67,1,1,14.5,Southampton
757,0,Third,Mr.,M,28,0,0,7.7958,Southampton
758,0,Second,Mr.,M,18,0,0,11.5,Southampton
759,0,Third,Mr.,M,34,0,0,8.05,Southampton
760,1,First,the Countess.,F,33,0,0,86.5,Southampton
761,0,Third,Mr.,M,28,0,0,14.5,Southampton
762,0,Third,Mr.,M,41,0,0,7.125,Southampton
763,1,Third,Mr.,M,20,0,0,7.2292,Cherbourg
764,1,First,Mrs.,F,36,1,2,120,Southampton
765,0,Third,Mr.,M,16,0,0,7.775,Southampton
766,1,First,Mrs.,F,51,1,0,77.9583,Southampton
767,0,First,Dr.,M,28,0,0,39.6,Cherbourg
768,0,Third,Miss.,F,30.5,0,0,7.75,Queenstown
769,0,Third,Mr.,M,28,1,0,24.15,Queenstown
770,0,Third,Mr.,M,32,0,0,8.3625,Southampton
771,0,Third,Mr.,M,24,0,0,9.5,Southampton
772,0,Third,Mr.,M,48,0,0,7.8542,Southampton
773,0,Second,Mrs.,F,57,0,0,10.5,Southampton
774,0,Third,Mr.,M,28,0,0,7.225,Cherbourg
775,1,Second,Mrs.,F,54,1,3,23,Southampton
776,0,Third,Mr.,M,18,0,0,7.75,Southampton
777,0,Third,Mr.,M,28,0,0,7.75,Queenstown
778,1,Third,Miss.,F,5,0,0,12.475,Southampton
779,0,Third,Mr.,M,28,0,0,7.7375,Queenstown
780,1,First,Mrs.,F,43,0,1,211.3375,Southampton
781,1,Third,Miss.,F,13,0,0,7.2292,Cherbourg
782,1,First,Mrs.,F,17,1,0,57,Southampton
783,0,First,Mr.,M,29,0,0,30,Southampton
784,0,Third,Mr.,M,28,1,2,23.45,Southampton
785,0,Third,Mr.,M,25,0,0,7.05,Southampton
786,0,Third,Mr.,M,25,0,0,7.25,Southampton
787,1,Third,Miss.,F,18,0,0,7.4958,Southampton
788,0,Third,Master.,M,8,4,1,29.125,Queenstown
789,1,Third,Master.,M,1,1,2,20.575,Southampton
790,0,First,Mr.,M,46,0,0,79.2,Cherbourg
791,0,Third,Mr.,M,28,0,0,7.75,Queenstown
792,0,Second,Mr.,M,16,0,0,26,Southampton
793,0,Third,Miss.,F,28,8,2,69.55,Southampton
794,0,First,Mr.,M,28,0,0,30.6958,Cherbourg
795,0,Third,Mr.,M,25,0,0,7.8958,Southampton
796,0,Second,Mr.,M,39,0,0,13,Southampton
797,1,First,Dr.,F,49,0,0,25.9292,Southampton
798,1,Third,Mrs.,F,31,0,0,8.6833,Southampton
799,0,Third,Mr.,M,30,0,0,7.2292,Cherbourg
800,0,Third,Mrs.,F,30,1,1,24.15,Southampton
801,0,Second,Mr.,M,34,0,0,13,Southampton
802,1,Second,Mrs.,F,31,1,1,26.25,Southampton
803,1,First,Master.,M,11,1,2,120,Southampton
804,1,Third,Master.,M,0.42,0,1,8.5167,Cherbourg
805,1,Third,Mr.,M,27,0,0,6.975,Southampton
806,0,Third,Mr.,M,31,0,0,7.775,Southampton
807,0,First,Mr.,M,39,0,0,0,Southampton
808,0,Third,Miss.,F,18,0,0,7.775,Southampton
809,0,Second,Mr.,M,39,0,0,13,Southampton
810,1,First,Mrs.,F,33,1,0,53.1,Southampton
811,0,Third,Mr.,M,26,0,0,7.8875,Southampton
812,0,Third,Mr.,M,39,0,0,24.15,Southampton
813,0,Second,Mr.,M,35,0,0,10.5,Southampton
814,0,Third,Miss.,F,6,4,2,31.275,Southampton
815,0,Third,Mr.,M,30.5,0,0,8.05,Southampton
816,0,First,Mr.,M,28,0,0,0,Southampton
817,0,Third,Miss.,F,23,0,0,7.925,Southampton
818,0,Second,Mr.,M,31,1,1,37.0042,Cherbourg
819,0,Third,Mr.,M,43,0,0,6.45,Southampton
820,0,Third,Master.,M,10,3,2,27.9,Southampton
821,1,First,Mrs.,F,52,1,1,93.5,Southampton
822,1,Third,Mr.,M,27,0,0,8.6625,Southampton
823,0,First,Jonkheer.,M,38,0,0,0,Southampton
824,1,Third,Mrs.,F,27,0,1,12.475,Southampton
825,0,Third,Master.,M,2,4,1,39.6875,Southampton
826,0,Third,Mr.,M,28,0,0,6.95,Queenstown
827,0,Third,Mr.,M,28,0,0,56.4958,Southampton
828,1,Second,Master.,M,1,0,2,37.0042,Cherbourg
829,1,Third,Mr.,M,28,0,0,7.75,Queenstown
830,1,First,Mrs.,F,62,0,0,80,Southampton
831,1,Third,Mrs.,F,15,1,0,14.4542,Cherbourg
832,1,Second,Master.,M,0.83,1,1,18.75,Southampton
833,0,Third,Mr.,M,28,0,0,7.2292,Cherbourg
834,0,Third,Mr.,M,23,0,0,7.8542,Southampton
835,0,Third,Mr.,M,18,0,0,8.3,Southampton
836,1,First,Miss.,F,39,1,1,83.1583,Cherbourg
837,0,Third,Mr.,M,21,0,0,8.6625,Southampton
838,0,Third,Mr.,M,28,0,0,8.05,Southampton
839,1,Third,Mr.,M,32,0,0,56.4958,Southampton
840,1,First,Mr.,M,28,0,0,29.7,Cherbourg
841,0,Third,Mr.,M,20,0,0,7.925,Southampton
842,0,Second,Mr.,M,16,0,0,10.5,Southampton
843,1,First,Miss.,F,30,0,0,31,Cherbourg
844,0,Third,Mr.,M,34.5,0,0,6.4375,Cherbourg
845,0,Third,Mr.,M,17,0,0,8.6625,Southampton
846,0,Third,Mr.,M,42,0,0,7.55,Southampton
847,0,Third,Mr.,M,28,8,2,69.55,Southampton
848,0,Third,Mr.,M,35,0,0,7.8958,Cherbourg
849,0,Second,Rev.,M,28,0,1,33,Southampton
850,1,First,Mrs.,F,28,1,0,89.1042,Cherbourg
851,0,Third,Master.,M,4,4,2,31.275,Southampton
852,0,Third,Mr.,M,74,0,0,7.775,Southampton
853,0,Third,Miss.,F,9,1,1,15.2458,Cherbourg
854,1,First,Miss.,F,16,0,1,39.4,Southampton
855,0,Second,Mrs.,F,44,1,0,26,Southampton
856,1,Third,Mrs.,F,18,0,1,9.35,Southampton
857,1,First,Mrs.,F,45,1,1,164.8667,Southampton
858,1,First,Mr.,M,51,0,0,26.55,Southampton
859,1,Third,Mrs.,F,24,0,3,19.2583,Cherbourg
860,0,Third,Mr.,M,28,0,0,7.2292,Cherbourg
861,0,Third,Mr.,M,41,2,0,14.1083,Southampton
862,0,Second,Mr.,M,21,1,0,11.5,Southampton
863,1,First,Mrs.,F,48,0,0,25.9292,Southampton
864,0,Third,Miss.,F,28,8,2,69.55,Southampton
865,0,Second,Mr.,M,24,0,0,13,Southampton
866,1,Second,Mrs.,F,42,0,0,13,Southampton
867,1,Second,Miss.,F,27,1,0,13.8583,Cherbourg
868,0,First,Mr.,M,31,0,0,50.4958,Southampton
869,0,Third,Mr.,M,28,0,0,9.5,Southampton
870,1,Third,Master.,M,4,1,1,11.1333,Southampton
871,0,Third,Mr.,M,26,0,0,7.8958,Southampton
872,1,First,Mrs.,F,47,1,1,52.5542,Southampton
873,0,First,Mr.,M,33,0,0,5,Southampton
874,0,Third,Mr.,M,47,0,0,9,Southampton
875,1,Second,Mrs.,F,28,1,0,24,Cherbourg
876,1,Third,Miss.,F,15,0,0,7.225,Cherbourg
877,0,Third,Mr.,M,20,0,0,9.8458,Southampton
878,0,Third,Mr.,M,19,0,0,7.8958,Southampton
879,0,Third,Mr.,M,28,0,0,7.8958,Southampton
880,1,First,Mrs.,F,56,0,1,83.1583,Cherbourg
881,1,Second,Mrs.,F,25,0,1,26,Southampton
882,0,Third,Mr.,M,33,0,0,7.8958,Southampton
883,0,Third,Miss.,F,22,0,0,10.5167,Southampton
884,0,Second,Mr.,M,28,0,0,10.5,Southampton
885,0,Third,Mr.,M,25,0,0,7.05,Southampton
886,0,Third,Mrs.,F,39,0,5,29.125,Queenstown
887,0,Second,Rev.,M,27,0,0,13,Southampton
888,1,First,Miss.,F,19,0,0,30,Southampton
889,0,Third,Miss.,F,28,1,2,23.45,Southampton
890,1,First,Mr.,M,26,0,0,30,Cherbourg
891,0,Third,Mr.,M,32,0,0,7.75,Queenstown
